4.224540000000000184e+00,4.333732604980468750e+02,3.404335021972655682e+02
4.251127999999999574e+00,4.338584899902343750e+02,3.409256896972655682e+02
4.286557000000000173e+00,4.299131469726562500e+02,3.416384887695313637e+02
4.320407999999999582e+00,4.273880615234375000e+02,3.413764343261718750e+02
4.356771000000000171e+00,4.249649658203125000e+02,3.394918518066406250e+02
4.387611999999999846e+00,4.208312072753906250e+02,3.387074279785156250e+02
4.423092999999999719e+00,4.102891845703125000e+02,3.388470458984375568e+02
4.453777999999999793e+00,4.077080993652343750e+02,3.418712158203124432e+02
4.485799000000000092e+00,4.045214233398437500e+02,3.421366271972656250e+02
4.523176999999999559e+00,4.005715332031250000e+02,3.429268188476563068e+02
4.550423999999999580e+00,3.957174987792968750e+02,3.463491516113280682e+02
4.586720999999999826e+00,3.963762207031250000e+02,3.463930358886718750e+02
4.623666000000000054e+00,3.951789550781250000e+02,3.437027282714843182e+02
4.653613000000000000e+00,3.948666381835937500e+02,3.392000732421874432e+02
4.687450000000000117e+00,3.922321777343750000e+02,3.338749694824219318e+02
4.725439999999999863e+00,3.930552978515625000e+02,3.310394897460937500e+02
4.753917999999999644e+00,3.906181945800781250e+02,3.319106445312500568e+02
4.787669000000000175e+00,3.904537963867187500e+02,3.313551025390625000e+02
4.824546999999999919e+00,3.926036376953125000e+02,3.306690673828125000e+02
4.851275000000000226e+00,3.909546813964843750e+02,3.284751586914063068e+02
4.887203999999999660e+00,3.865776367187500000e+02,3.298858337402344318e+02
4.922245000000000203e+00,3.847236938476562500e+02,3.286740417480468182e+02
4.955119999999999969e+00,3.859289245605468750e+02,3.287940979003906250e+02
4.986442000000000263e+00,3.860859985351562500e+02,3.292729492187500568e+02
5.019857000000000014e+00,3.868314208984375000e+02,3.267858886718750568e+02
5.054509999999999614e+00,3.868607177734375000e+02,3.289284973144531250e+02
5.085941000000000045e+00,3.863774719238281250e+02,3.262868041992187500e+02
5.122207999999999650e+00,3.897489318847656250e+02,3.228086242675781818e+02
5.159068000000000431e+00,3.895398254394531250e+02,3.218128051757812500e+02
5.183042000000000371e+00,3.892087707519531250e+02,3.225812683105468750e+02
5.214717000000000269e+00,3.880491027832031250e+02,3.185726928710937500e+02
5.254882000000000275e+00,3.885043029785156250e+02,3.185310363769530682e+02
5.276510000000000034e+00,3.888969421386718750e+02,3.186076354980468182e+02
5.316425999999999874e+00,3.885606079101562500e+02,3.195109252929687500e+02
5.354370000000000296e+00,3.885080261230468750e+02,3.207785949707031250e+02
5.387129999999999974e+00,3.918895263671875000e+02,3.199616699218750568e+02
5.419741000000000142e+00,3.932937927246093750e+02,3.202378540039062500e+02
5.455045000000000144e+00,3.910335998535156250e+02,3.201211853027343182e+02
5.483823000000000114e+00,3.936221618652343750e+02,3.182810974121093750e+02
5.519643000000000299e+00,3.921628417968750000e+02,3.197392883300781250e+02
5.554776000000000380e+00,3.900045166015625000e+02,3.209078063964843750e+02
5.583122000000000362e+00,3.929449157714843750e+02,3.211132812500001137e+02
5.618413000000000324e+00,3.928328857421875000e+02,3.206087036132812500e+02
5.655306999999999640e+00,3.921338500976562500e+02,3.191086120605469318e+02
5.686403000000000318e+00,3.915998535156250000e+02,3.212689514160155682e+02
5.716324000000000183e+00,3.910369567871093750e+02,3.218070068359375568e+02
5.753326999999999636e+00,3.304475097656250000e+02,3.087903137207031250e+02
5.784315000000000317e+00,2.054602966308593750e+02,2.442185211181640341e+02
5.813557000000000308e+00,1.776521606445312500e+02,2.103922119140625284e+02
5.845785000000000231e+00,1.963542633056640625e+02,1.934855957031250000e+02
5.879090999999999845e+00,2.032911071777343750e+02,1.854216613769531534e+02
5.916172000000000430e+00,1.970359191894531250e+02,1.857056427001953125e+02
5.944821000000000133e+00,2.110618133544921875e+02,1.778728332519531534e+02
5.977452000000000432e+00,2.010961914062500000e+02,1.896787872314452841e+02
6.009673000000000265e+00,2.071507873535156250e+02,2.024456787109375568e+02
6.045920999999999879e+00,2.129741973876953125e+02,2.008704986572265057e+02
6.077350000000000030e+00,2.100158538818359375e+02,2.012090911865234375e+02
6.108845999999999776e+00,2.162015075683593750e+02,2.006764831542968466e+02
6.145316000000000223e+00,2.173598175048828125e+02,1.991850891113280966e+02
6.176603000000000065e+00,2.172350311279296875e+02,2.008209228515624716e+02
6.208953000000000166e+00,2.142871246337890625e+02,2.022467651367187216e+02
6.244093999999999589e+00,2.126471405029296875e+02,2.021869659423827841e+02
6.276384000000000185e+00,2.114434967041015625e+02,2.028380279541015341e+02
6.308516000000000012e+00,2.112501983642578125e+02,2.004705810546875284e+02
6.344511999999999929e+00,2.079580841064453125e+02,2.035343627929686932e+02
6.376606999999999914e+00,2.101692810058593750e+02,2.028998565673828409e+02
6.408574999999999910e+00,2.148848571777343750e+02,1.992006225585936932e+02
6.444726000000000177e+00,2.108103790283203125e+02,2.002947082519531534e+02
6.476335999999999871e+00,2.096832122802734375e+02,2.044635162353515057e+02
6.517558000000000185e+00,2.105560760498046875e+02,2.049650573730469034e+02
6.552501999999999605e+00,2.090097045898437500e+02,2.043753662109375568e+02
6.586434999999999818e+00,2.067379302978515625e+02,2.040374450683593750e+02
6.613170000000000215e+00,2.066871185302734375e+02,2.056360778808593750e+02
6.655408000000000435e+00,2.079861907958984375e+02,2.053316802978515625e+02
6.684873999999999761e+00,2.082922668457031250e+02,2.042001342773437216e+02
6.712837999999999639e+00,2.082540130615234375e+02,2.033065032958984943e+02
6.751412000000000191e+00,2.102142944335937500e+02,2.028791351318359659e+02
6.782727999999999646e+00,2.099110565185546875e+02,2.029390563964844034e+02
6.817582999999999949e+00,2.100619049072265625e+02,2.028630981445312500e+02
6.854423999999999850e+00,2.096381988525390625e+02,2.063464202880858807e+02
6.885442000000000284e+00,2.111312103271484375e+02,2.058528747558593182e+02
6.915992000000000139e+00,2.112356872558593750e+02,2.061502532958984659e+02
6.954149000000000136e+00,2.098938903808593750e+02,2.064054718017577841e+02
6.979703999999999908e+00,2.102655639648437500e+02,2.052277374267577841e+02
7.009127999999999581e+00,2.102901763916015625e+02,2.046062927246093466e+02
7.047569000000000194e+00,2.118989868164062500e+02,2.026984252929687500e+02
7.077690999999999732e+00,2.130059051513671875e+02,2.000019836425780966e+02
7.108437000000000339e+00,2.139889678955078125e+02,1.990222930908202841e+02
7.144980000000000331e+00,2.146576843261718750e+02,1.971358337402343182e+02
7.176394000000000162e+00,2.128955993652343750e+02,1.984437408447265625e+02
7.220145999999999731e+00,2.128646697998046875e+02,1.970606994628905682e+02
7.245364999999999611e+00,2.133385467529296875e+02,1.968174591064453693e+02
7.276243000000000016e+00,2.126948852539062500e+02,1.980632324218750568e+02
7.308449000000000417e+00,2.121863861083984375e+02,1.969134063720702841e+02
7.344349000000000238e+00,2.142879638671875000e+02,1.991055755615234659e+02
7.376019999999999577e+00,2.141502990722656250e+02,1.995973052978515625e+02
7.409365000000000201e+00,2.114701538085937500e+02,2.025273437499999716e+02
7.444549000000000305e+00,2.145756988525390625e+02,2.054974212646484943e+02
7.476518999999999693e+00,2.157362670898437500e+02,2.039251556396484659e+02
7.510272999999999755e+00,2.154265899658203125e+02,2.025295867919921591e+02
7.544245000000000090e+00,2.159715118408203125e+02,2.022997131347655966e+02
7.586456000000000088e+00,2.169138946533203125e+02,2.036904602050781250e+02
7.610534000000000354e+00,2.169044494628906250e+02,2.037528839111327841e+02
7.644764999999999588e+00,2.152172241210937500e+02,2.052374725341796875e+02
7.676232999999999862e+00,2.138704223632812500e+02,2.048473510742187500e+02
7.709971999999999603e+00,2.139699554443359375e+02,2.060267333984375000e+02
7.749304000000000414e+00,2.131856384277343750e+02,2.070919342041016193e+02
7.783479999999999954e+00,2.145613250732421875e+02,2.067349243164062500e+02
7.816982000000000319e+00,2.160767517089843750e+02,2.074400024414061932e+02
7.853164999999999729e+00,2.153651733398437500e+02,2.086397552490234375e+02
7.886656000000000333e+00,2.145022430419921875e+02,2.070854949951171591e+02
7.915649000000000157e+00,2.135753326416015625e+02,2.075333251953125284e+02
7.954670000000000130e+00,2.156868591308593750e+02,2.076443023681640057e+02
7.984155999999999587e+00,2.160156250000000000e+02,2.079012298583984091e+02
8.017801000000000400e+00,2.150963745117187500e+02,2.070122528076171307e+02
8.054614000000000829e+00,2.150900878906250000e+02,2.074527130126952841e+02
8.087687000000000737e+00,2.153332519531250000e+02,2.080137023925781534e+02
8.113557999999999382e+00,2.163150329589843750e+02,2.080245513916015909e+02
8.150100999999999374e+00,2.169786987304687500e+02,2.093462677001952841e+02
8.184770999999999574e+00,2.227246093750000000e+02,2.101958770751952841e+02
8.217492000000000019e+00,2.217062835693359375e+02,2.105260772705077841e+02
8.240816999999999837e+00,2.224240417480468750e+02,2.094370117187500000e+02
8.277174999999999727e+00,2.219997863769531250e+02,2.115097045898436932e+02
8.317498999999999754e+00,2.170652770996093750e+02,2.137415008544921875e+02
8.344466999999999857e+00,2.171789550781250000e+02,2.133806762695313068e+02
8.387954999999999828e+00,2.188661804199218750e+02,2.148078460693359943e+02
8.414465999999999113e+00,2.200450439453125000e+02,2.140972747802734091e+02
8.448406000000000304e+00,2.208403778076171875e+02,2.140891265869140909e+02
8.485635000000000261e+00,2.200293121337890625e+02,2.144963073730469318e+02
8.516432999999999254e+00,2.206260375976562500e+02,2.149120330810546875e+02
8.551083000000000212e+00,2.189469604492187500e+02,2.178199768066406534e+02
8.580583000000000737e+00,2.196611785888671875e+02,2.195578460693359375e+02
8.617333999999999605e+00,2.203972625732421875e+02,2.209543914794921307e+02
8.649392000000000635e+00,2.209886169433593750e+02,2.199986572265625284e+02
8.684891999999999612e+00,2.183012542724609375e+02,2.232704772949218466e+02
8.716806000000000054e+00,2.189854583740234375e+02,2.261713562011718466e+02
8.747443000000000524e+00,2.162416534423828125e+02,2.287160491943359943e+02
8.784753999999999508e+00,2.170831756591796875e+02,2.318154602050780966e+02
8.814593999999999596e+00,2.167435455322265625e+02,2.355755767822265057e+02
8.843477000000000032e+00,2.140136566162109375e+02,2.384235076904296307e+02
8.879065999999999903e+00,2.030759735107421875e+02,2.377978668212890625e+02
8.908789000000000513e+00,2.013698120117187500e+02,2.372684478759765909e+02
8.940481000000000122e+00,2.033244934082031250e+02,2.378503570556640057e+02
8.986871000000000720e+00,2.069440002441406250e+02,2.372244567871094034e+02
9.015117999999999299e+00,2.084354248046875000e+02,2.350288238525390625e+02
9.048109999999999431e+00,2.045867919921875000e+02,2.347129974365234091e+02
9.084846999999999895e+00,2.042070312500000000e+02,2.335101318359375568e+02
9.118814000000000419e+00,2.045325164794921875e+02,2.319728851318359659e+02
9.149739000000000289e+00,2.062909088134765625e+02,2.335183715820313068e+02
9.188356000000000634e+00,2.085668792724609375e+02,2.387382049560547159e+02
9.217143999999999338e+00,2.049575042724609375e+02,2.407200775146484091e+02
9.250733000000000317e+00,2.094037475585937500e+02,2.399768218994140057e+02
9.282909000000000077e+00,2.075266418457031250e+02,2.390340423583984943e+02
9.317992000000000274e+00,2.086418609619140625e+02,2.412664031982422443e+02
9.349187999999999832e+00,2.067218017578125000e+02,2.427004394531250284e+02
9.386233000000000715e+00,2.064920806884765625e+02,2.424562683105469034e+02
9.419810999999999268e+00,2.062953643798828125e+02,2.416788635253905682e+02
9.445439000000000362e+00,2.060580139160156250e+02,2.408408203124999716e+02
9.476326000000000249e+00,2.073339385986328125e+02,2.434612731933594034e+02
9.508708000000000382e+00,2.047620086669921875e+02,2.461760559082030966e+02
9.540692999999999202e+00,2.048786010742187500e+02,2.459366302490234091e+02
9.579376999999999143e+00,2.087322082519531250e+02,2.429167785644531818e+02
9.620177999999999230e+00,2.073264617919921875e+02,2.438742675781249716e+02
9.648531999999999442e+00,2.078686523437500000e+02,2.455113372802734659e+02
9.685171999999999670e+00,2.089333038330078125e+02,2.442649230957030966e+02
9.718123000000000289e+00,2.138484191894531250e+02,2.438046875000000284e+02
9.747443999999999775e+00,2.161571502685546875e+02,2.412734222412109943e+02
9.783122000000000540e+00,2.152716064453125000e+02,2.395831298828124432e+02
9.808674999999999145e+00,2.151779785156250000e+02,2.392316131591796022e+02
9.841336000000000084e+00,2.143443908691406250e+02,2.361877288818359091e+02
9.886412999999999229e+00,2.160567932128906250e+02,2.366979675292969034e+02
9.914721999999999369e+00,2.154482879638671875e+02,2.369556274414063068e+02
9.947986999999999469e+00,2.150252990722656250e+02,2.412744445800780966e+02
9.983622999999999692e+00,2.150958709716796875e+02,2.391166076660155682e+02
1.001805000000000057e+01,2.156061248779296875e+02,2.363017578124999716e+02
1.004791499999999971e+01,2.168524475097656250e+02,2.349165039062499716e+02
1.007750899999999916e+01,2.169663085937500000e+02,2.365642547607421875e+02
1.010859499999999933e+01,2.159499053955078125e+02,2.387741546630859375e+02
1.014114700000000013e+01,2.135623016357421875e+02,2.389188232421875000e+02
1.017694700000000019e+01,2.128157653808593750e+02,2.355619049072265909e+02
1.021725600000000078e+01,2.121411285400390625e+02,2.320156860351562500e+02
1.025027799999999978e+01,2.128698577880859375e+02,2.310940551757812216e+02
1.028356600000000043e+01,2.124514312744140625e+02,2.325340423583984659e+02
1.031749300000000069e+01,2.132619781494140625e+02,2.332639465332031250e+02
1.034645699999999913e+01,2.152467346191406250e+02,2.301457214355469034e+02
1.038400000000000034e+01,2.146338195800781250e+02,2.329920806884765909e+02
1.041763800000000018e+01,2.148620300292968750e+02,2.319856262207031250e+02
1.044787400000000055e+01,2.152289886474609375e+02,2.320674896240234091e+02
1.048581099999999999e+01,2.163233184814453125e+02,2.315706176757812500e+02
1.051804300000000048e+01,2.117110900878906250e+02,2.317702636718749716e+02
1.054567399999999999e+01,2.080797882080078125e+02,2.320362701416015909e+02
1.057983600000000024e+01,2.080807189941406250e+02,2.336171417236328409e+02
1.061463400000000057e+01,2.052839660644531250e+02,2.351924438476562784e+02
1.065003699999999931e+01,2.053582916259765625e+02,2.352349548339843466e+02
1.067895200000000067e+01,2.067227172851562500e+02,2.340594177246094318e+02
1.070955700000000022e+01,2.076664886474609375e+02,2.342035827636718466e+02
1.074665500000000051e+01,2.080825653076171875e+02,2.353708190917969034e+02
1.077687399999999940e+01,2.060503234863281250e+02,2.363520812988281250e+02
1.080825699999999934e+01,2.062785644531250000e+02,2.376027069091796875e+02
1.084738199999999964e+01,2.046750946044921875e+02,2.382557983398436932e+02
1.088646999999999920e+01,2.052928924560546875e+02,2.393875427246093466e+02
1.091440399999999933e+01,2.056371002197265625e+02,2.401811828613281818e+02
1.095049000000000028e+01,2.065618133544921875e+02,2.386912231445312216e+02
1.098314799999999991e+01,2.072568664550781250e+02,2.385920257568359375e+02
1.101711799999999997e+01,2.060222167968750000e+02,2.379518585205078409e+02
1.105004300000000050e+01,2.069800415039062500e+02,2.382374420166016193e+02
1.108864799999999917e+01,2.052199707031250000e+02,2.384362030029296875e+02
1.112103600000000014e+01,2.035921478271484375e+02,2.386000671386719034e+02
1.114761000000000024e+01,2.052193603515625000e+02,2.379127044677734943e+02
1.118574500000000072e+01,2.024477081298828125e+02,2.384092559814452841e+02
1.121753299999999953e+01,1.999380950927734375e+02,2.385334014892577557e+02
1.124806500000000042e+01,2.024743804931640625e+02,2.365265502929686932e+02
1.127989099999999922e+01,2.026614685058593750e+02,2.361077270507812784e+02
1.131226299999999974e+01,2.046132507324218750e+02,2.376394500732422728e+02
1.134153200000000083e+01,2.035883331298828125e+02,2.380627441406250000e+02
1.137462799999999952e+01,2.026534118652343750e+02,2.427775268554687216e+02
1.140841499999999975e+01,2.033086395263671875e+02,2.426828002929687784e+02
1.144711299999999987e+01,2.038470611572265625e+02,2.431223602294922159e+02
1.147831799999999980e+01,2.024019775390625000e+02,2.432493591308593750e+02
